engagement_id,as_of_date,top_drivers,top_driver_detail
ENG-00728,2025-03-01,No material driver detected,
ENG-00729,2025-12-01,No material driver detected,
ENG-00729,2026-01-01,No material driver detected,
ENG-00729,2026-02-01,Client feedback | Performance | Contract stage,Client feedback (+1.43) | Performance (+0.51) | Contract stage (+0.32)
ENG-00729,2026-03-01,No material driver detected,
ENG-00729,2026-04-01,No material driver detected,
ENG-00729,2026-05-01,No material driver detected,
ENG-00729,2026-06-01,No material driver detected,
ENG-00729,2026-07-01,No material driver detected,
ENG-00730,2025-08-01,No material driver detected,
ENG-00730,2025-09-01,No material driver detected,
ENG-00730,2025-10-01,No material driver detected,
ENG-00730,2025-11-01,No material driver detected,
ENG-00730,2025-12-01,No material driver detected,
ENG-00730,2026-01-01,No material driver detected,
ENG-00730,2026-02-01,No material driver detected,
ENG-00730,2026-03-01,No material driver detected,
ENG-00730,2026-04-01,No material driver detected,
ENG-00730,2026-05-01,No material driver detected,
ENG-00730,2026-06-01,No material driver detected,
ENG-00730,2026-07-01,No material driver detected,
ENG-00730,2026-08-01,No material driver detected,
ENG-00731,2026-03-01,No material driver detected,
ENG-00731,2026-04-01,No material driver detected,
ENG-00731,2026-05-01,No material driver detected,
ENG-00731,2026-06-01,No material driver detected,
ENG-00731,2026-07-01,No material driver detected,
ENG-00731,2026-08-01,No material driver detected,
ENG-00732,2024-02-01,No material driver detected,
ENG-00732,2024-03-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+1.68) | Sentiment (+0.87) | Milestone delivery (+0.59)
ENG-00732,2024-04-01,Client feedback | Performance | Sentiment,Client feedback (+2.86) | Performance (+2.60) | Sentiment (+2.43)
ENG-00732,2024-05-01,Sentiment | Performance | Client feedback,Sentiment (+1.79) | Performance (+1.45) | Client feedback (+0.42)
ENG-00733,2026-08-01,No material driver detected,
ENG-00734,2025-11-01,No material driver detected,
ENG-00734,2025-12-01,No material driver detected,
ENG-00734,2026-01-01,No material driver detected,
ENG-00734,2026-02-01,No material driver detected,
ENG-00734,2026-03-01,No material driver detected,
ENG-00734,2026-04-01,No material driver detected,
ENG-00734,2026-05-01,No material driver detected,
ENG-00734,2026-06-01,No material driver detected,
ENG-00734,2026-07-01,No material driver detected,
ENG-00735,2025-07-01,No material driver detected,
ENG-00735,2025-08-01,No material driver detected,
ENG-00735,2025-09-01,No material driver detected,
ENG-00735,2025-10-01,No material driver detected,
ENG-00735,2025-11-01,No material driver detected,
ENG-00735,2025-12-01,No material driver detected,
ENG-00735,2026-01-01,No material driver detected,
ENG-00735,2026-02-01,No material driver detected,
ENG-00735,2026-03-01,No material driver detected,
ENG-00735,2026-04-01,No material driver detected,
ENG-00736,2024-10-01,Client feedback | Performance | Contract stage,Client feedback (+0.52) | Performance (+0.44) | Contract stage (+0.23)
ENG-00736,2024-11-01,Performance | Milestone delivery | Sentiment,Performance (+1.44) | Milestone delivery (+0.58) | Sentiment (+0.47)
ENG-00736,2024-12-01,Sentiment | Client feedback | Performance,Sentiment (+1.24) | Client feedback (+0.86) | Performance (+0.50)
ENG-00736,2025-01-01,Performance | Milestone delivery | Client feedback,Performance (+1.94) | Milestone delivery (+0.74) | Client feedback (+0.74)
ENG-00736,2025-02-01,Client feedback | Utilisation,Client feedback (+1.46) | Utilisation (+0.33)
ENG-00736,2025-03-01,No material driver detected,
ENG-00736,2025-04-01,Client feedback | Sentiment | Performance,Client feedback (+2.72) | Sentiment (+1.85) | Performance (+0.64)
ENG-00736,2025-05-01,Performance | Client feedback | Sentiment,Performance (+2.97) | Client feedback (+1.57) | Sentiment (+1.48)
ENG-00736,2025-06-01,Client feedback | Sentiment | Performance,Client feedback (+3.20) | Sentiment (+1.72) | Performance (+1.60)
ENG-00736,2025-07-01,Client feedback | Sentiment | Performance,Client feedback (+3.34) | Sentiment (+3.06) | Performance (+2.26)
ENG-00737,2025-12-01,No material driver detected,
ENG-00737,2026-01-01,No material driver detected,
ENG-00737,2026-02-01,No material driver detected,
ENG-00737,2026-03-01,No material driver detected,
ENG-00737,2026-04-01,No material driver detected,
ENG-00737,2026-05-01,No material driver detected,
ENG-00737,2026-06-01,No material driver detected,
ENG-00738,2026-01-01,No material driver detected,
ENG-00738,2026-02-01,No material driver detected,
ENG-00738,2026-03-01,Performance | Client feedback | Role profile,Performance (+1.67) | Client feedback (+1.03) | Role profile (+0.35)
ENG-00738,2026-04-01,No material driver detected,
ENG-00738,2026-05-01,Milestone delivery | Client feedback | Sentiment,Milestone delivery (+1.00) | Client feedback (+0.58) | Sentiment (+0.54)
ENG-00738,2026-06-01,No material driver detected,
ENG-00738,2026-07-01,Performance | Client feedback | Sentiment,Performance (+1.81) | Client feedback (+1.73) | Sentiment (+1.34)
ENG-00738,2026-08-01,Client feedback | Sentiment | Role profile,Client feedback (+1.17) | Sentiment (+1.11) | Role profile (+0.35)
ENG-00739,2025-11-01,No material driver detected,
ENG-00739,2025-12-01,Client feedback | Performance | Sentiment,Client feedback (+2.58) | Performance (+0.81) | Sentiment (+0.57)
ENG-00739,2026-01-01,Client feedback | Performance | Sentiment,Client feedback (+2.45) | Performance (+2.08) | Sentiment (+1.66)
ENG-00739,2026-02-01,Client feedback | Performance | Sentiment,Client feedback (+2.53) | Performance (+1.67) | Sentiment (+0.75)
ENG-00740,2026-06-01,No material driver detected,
ENG-00740,2026-07-01,No material driver detected,
ENG-00740,2026-08-01,Performance | Sentiment | Client feedback,Performance (+3.06) | Sentiment (+2.24) | Client feedback (+1.36)
ENG-00740,2026-09-01,Client feedback | Sentiment | Performance,Client feedback (+3.25) | Sentiment (+2.79) | Performance (+1.00)
ENG-00740,2026-10-01,Client feedback | Performance | Sentiment,Client feedback (+2.88) | Performance (+2.33) | Sentiment (+0.89)
ENG-00741,2026-07-01,No material driver detected,
ENG-00741,2026-08-01,No material driver detected,
ENG-00742,2026-08-01,Client feedback | Performance | Contract stage,Client feedback (+0.60) | Performance (+0.60) | Contract stage (+0.35)
ENG-00743,2025-10-01,No material driver detected,
ENG-00743,2025-11-01,No material driver detected,
ENG-00743,2025-12-01,No material driver detected,
ENG-00743,2026-01-01,No material driver detected,
ENG-00743,2026-02-01,No material driver detected,
ENG-00743,2026-03-01,No material driver detected,
ENG-00743,2026-04-01,No material driver detected,
ENG-00743,2026-05-01,No material driver detected,
ENG-00743,2026-06-01,No material driver detected,
ENG-00744,2026-02-01,No material driver detected,
ENG-00744,2026-03-01,No material driver detected,
ENG-00744,2026-04-01,No material driver detected,
ENG-00744,2026-05-01,No material driver detected,
ENG-00744,2026-06-01,No material driver detected,
ENG-00744,2026-07-01,No material driver detected,
ENG-00744,2026-08-01,No material driver detected,
ENG-00745,2025-07-01,Performance | Client feedback | Role profile,Performance (+0.80) | Client feedback (+0.38) | Role profile (+0.35)
ENG-00745,2025-08-01,Client feedback | Performance | Role profile,Client feedback (+1.40) | Performance (+0.81) | Role profile (+0.35)
ENG-00745,2025-09-01,Client feedback | Sentiment | Role profile,Client feedback (+3.08) | Sentiment (+0.61) | Role profile (+0.35)
ENG-00745,2025-10-01,Performance | Sentiment | Client feedback,Performance (+3.61) | Sentiment (+2.38) | Client feedback (+2.10)
ENG-00745,2025-11-01,Performance | Client feedback | Sentiment,Performance (+3.03) | Client feedback (+2.98) | Sentiment (+1.94)
ENG-00745,2025-12-01,Client feedback | Sentiment | Performance,Client feedback (+3.67) | Sentiment (+2.05) | Performance (+1.96)
ENG-00746,2026-07-01,No material driver detected,
ENG-00746,2026-08-01,No material driver detected,
ENG-00747,2025-02-01,Client feedback | Contract stage | Sentiment,Client feedback (+0.76) | Contract stage (+0.41) | Sentiment (+0.33)
ENG-00747,2025-03-01,No material driver detected,
ENG-00747,2025-04-01,No material driver detected,
ENG-00747,2025-05-01,No material driver detected,
ENG-00747,2025-06-01,No material driver detected,
ENG-00747,2025-07-01,No material driver detected,
ENG-00747,2025-08-01,No material driver detected,
ENG-00747,2025-09-01,No material driver detected,
ENG-00747,2025-10-01,No material driver detected,
ENG-00748,2026-08-01,No material driver detected,
ENG-00749,2026-06-01,No material driver detected,
ENG-00749,2026-07-01,No material driver detected,
ENG-00749,2026-08-01,No material driver detected,
ENG-00750,2024-11-01,No material driver detected,
ENG-00750,2024-12-01,No material driver detected,
ENG-00750,2025-01-01,No material driver detected,
ENG-00750,2025-02-01,No material driver detected,
ENG-00750,2025-03-01,No material driver detected,
ENG-00750,2025-04-01,No material driver detected,
ENG-00750,2025-05-01,No material driver detected,
ENG-00751,2024-02-01,No material driver detected,
ENG-00751,2024-03-01,No material driver detected,
ENG-00751,2024-04-01,No material driver detected,
ENG-00751,2024-05-01,Client feedback | Contract stage,Client feedback (+2.12) | Contract stage (+0.30)
ENG-00751,2024-06-01,No material driver detected,
ENG-00751,2024-07-01,No material driver detected,
ENG-00751,2024-08-01,No material driver detected,
ENG-00752,2026-02-01,No material driver detected,
ENG-00752,2026-03-01,No material driver detected,
ENG-00752,2026-04-01,No material driver detected,
ENG-00752,2026-05-01,No material driver detected,
ENG-00752,2026-06-01,No material driver detected,
ENG-00752,2026-07-01,No material driver detected,
ENG-00752,2026-08-01,No material driver detected,
ENG-00753,2025-04-01,No material driver detected,
ENG-00753,2025-05-01,No material driver detected,
ENG-00753,2025-06-01,Client feedback | Contract stage | Role profile,Client feedback (+2.05) | Contract stage (+0.32) | Role profile (+0.26)
ENG-00753,2025-07-01,No material driver detected,
ENG-00753,2025-08-01,No material driver detected,
ENG-00753,2025-09-01,No material driver detected,
ENG-00753,2025-10-01,No material driver detected,
ENG-00753,2025-11-01,No material driver detected,
ENG-00754,2024-01-01,No material driver detected,
ENG-00754,2024-02-01,No material driver detected,
ENG-00754,2024-03-01,No material driver detected,
ENG-00754,2024-04-01,No material driver detected,
ENG-00754,2024-05-01,No material driver detected,
ENG-00754,2024-06-01,No material driver detected,
ENG-00754,2024-07-01,No material driver detected,
ENG-00754,2024-08-01,No material driver detected,
ENG-00754,2024-09-01,No material driver detected,
ENG-00754,2024-10-01,No material driver detected,
ENG-00755,2024-03-01,No material driver detected,
ENG-00755,2024-04-01,No material driver detected,
ENG-00755,2024-05-01,No material driver detected,
ENG-00755,2024-06-01,No material driver detected,
ENG-00755,2024-07-01,No material driver detected,
ENG-00755,2024-08-01,No material driver detected,
ENG-00755,2024-09-01,No material driver detected,
ENG-00755,2024-10-01,No material driver detected,
ENG-00755,2024-11-01,No material driver detected,
ENG-00755,2024-12-01,No material driver detected,
ENG-00755,2025-01-01,No material driver detected,
ENG-00755,2025-02-01,No material driver detected,
ENG-00756,2026-08-01,No material driver detected,
ENG-00757,2024-04-01,No material driver detected,
ENG-00757,2024-05-01,No material driver detected,
ENG-00757,2024-06-01,No material driver detected,
ENG-00757,2024-07-01,No material driver detected,
ENG-00757,2024-08-01,No material driver detected,
ENG-00757,2024-09-01,No material driver detected,
ENG-00757,2024-10-01,No material driver detected,
ENG-00757,2024-11-01,No material driver detected,
ENG-00757,2024-12-01,No material driver detected,
ENG-00758,2025-08-01,No material driver detected,
ENG-00758,2025-09-01,No material driver detected,
ENG-00758,2025-10-01,No material driver detected,
ENG-00758,2025-11-01,No material driver detected,
ENG-00758,2025-12-01,No material driver detected,
ENG-00758,2026-01-01,No material driver detected,
ENG-00758,2026-02-01,No material driver detected,
ENG-00758,2026-03-01,No material driver detected,
ENG-00758,2026-04-01,No material driver detected,
ENG-00758,2026-05-01,No material driver detected,
ENG-00758,2026-06-01,No material driver detected,
ENG-00758,2026-07-01,No material driver detected,
ENG-00758,2026-08-01,No material driver detected,
ENG-00759,2024-12-01,Sentiment | Contract stage | Client feedback,Sentiment (+0.54) | Contract stage (+0.54) | Client feedback (+0.53)
ENG-00759,2025-01-01,Client feedback | Performance | Sentiment,Client feedback (+2.82) | Performance (+0.98) | Sentiment (+0.79)
ENG-00759,2025-02-01,Sentiment | Performance | Client feedback,Sentiment (+3.22) | Performance (+2.85) | Client feedback (+2.49)
ENG-00759,2025-03-01,Client feedback | Sentiment | Performance,Client feedback (+4.98) | Sentiment (+2.95) | Performance (+2.14)
ENG-00760,2024-10-01,No material driver detected,
ENG-00760,2024-11-01,No material driver detected,
ENG-00760,2024-12-01,No material driver detected,
ENG-00760,2025-01-01,No material driver detected,
ENG-00760,2025-02-01,No material driver detected,
ENG-00760,2025-03-01,No material driver detected,
ENG-00760,2025-04-01,No material driver detected,
ENG-00760,2025-05-01,No material driver detected,
ENG-00760,2025-06-01,No material driver detected,
ENG-00760,2025-07-01,No material driver detected,
ENG-00761,2025-01-01,No material driver detected,
ENG-00761,2025-02-01,No material driver detected,
ENG-00761,2025-03-01,Performance | Client feedback | Sentiment,Performance (+2.20) | Client feedback (+0.49) | Sentiment (+0.39)
ENG-00761,2025-04-01,Client feedback | Performance | Sentiment,Client feedback (+1.95) | Performance (+1.44) | Sentiment (+1.23)
ENG-00761,2025-05-01,Sentiment | Performance | Client feedback,Sentiment (+2.85) | Performance (+2.27) | Client feedback (+1.94)
ENG-00761,2025-06-01,Client feedback | Sentiment | Performance,Client feedback (+4.96) | Sentiment (+2.84) | Performance (+1.75)
ENG-00762,2024-10-01,Contract stage | Role profile | Performance,Contract stage (+0.41) | Role profile (+0.35) | Performance (+0.33)
ENG-00762,2024-11-01,Client feedback | Performance | Sentiment,Client feedback (+1.20) | Performance (+1.16) | Sentiment (+0.60)
ENG-00762,2024-12-01,No material driver detected,
ENG-00762,2025-01-01,Performance | Client feedback | Role profile,Performance (+1.17) | Client feedback (+0.84) | Role profile (+0.35)
ENG-00762,2025-02-01,No material driver detected,
ENG-00762,2025-03-01,Performance | Client feedback | Role profile,Performance (+1.36) | Client feedback (+0.36) | Role profile (+0.35)
